timestamp,dataset,accuracy,macro_f1,macro_iou,macro_precision,macro_recall,val_accuracy,val_macro_f1,val_macro_iou,time_per_image_sec
20260804_201658,MARIDA,0.9593071047642104,0.28561736916586145,0.23977156115737785,0.24896883996533364,0.7919214952401147,0.959045921883932,0.3106042227550755,0.25430456580385624,0.8500890658758476
