timestamp,dataset,accuracy,macro_f1,macro_iou,macro_precision,macro_recall,val_accuracy,val_macro_f1,val_macro_iou,time_per_image_sec
20260804_203153,MADOS,0.9981703105921856,0.7729360808484169,0.6595595095853916,0.7636902239109926,0.8193659722549457,0.9985979956299758,0.8004223726979054,0.7014720448221113,0.3638022122802315
